,Question,Right_Answer,Grade,Number,Responses,Number of Question,label
1703, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,4.75,[15],لا تترك أثر عند ارتكابها، تعتمد الجرائم لإلكترونية على التضليل والخداع في التعرف على مرتكبيها، تعتمد على الخبرة الفنية والذكاء الحاد في إرتكابها.,39,1
1704, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,3.0,[16],لأنها تتطلب ذكاء كبير من أجل إرتكابها، لا تترك أي أكثر لمرتكبيها، ضخامة البرامج و الأنظمة ثغرات أمنية.,39,1
1705, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,4.0,[17],لا تترك أثر، يحتاج اثباتها إلى خبرة فنية لا يتقنها الخبراء التقليديون، تحتاج إلى ذكاء عالي.,39,1
1706, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,3.5,[18],تعتمد على قمة الذكاء، لا تترك أثر، تعتمد على الخبرة الفنية في الكشف عنها حيث لا يتسنى للمحقق عادي الكشف عنها.,39,1
1707, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,2.25,[19],لأن وسائل و تقنيات الإجرام تتطور بسرعة، تكتم الضحية و أن من الصعب وجود أثر للجريمة الإلكترونية لأنها ليست مجوهرات أو شيء مادي بل أنها عبارة عن أرقام تتغير في البيانات.,39,0
1708, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,0.0,[20],يصعب إثبات الجرائم الإلكترونية لأن تطوير البرامج الضخمة ينتج عنه ثغرات تواجه صعوبات أمنية، العائد المادي ليس منظور إلا بعد فوات الأوان.,39,0
1709, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,2.5,[21],لأن المخترق ذكي ولا يترك اثرا كما يستعمل التضليل و كذلك لنقص الفنيات لتعقب الجريمة,39,1
1710, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,5.0,[22],يصعب اثباتها لانها تترك آثار لا تترك آثار، تتطلب محققين في قدرات فنية و ليس محققين تقليديين ، تعتمد على الذكاء في ارتكابها، تعتمد على الخداع في تركيبها و التضليل في التعرف على مرتكبيها,39,1
1711, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,3.5,[23],يتم إكتشافها متأخرا و يصعب على محقق عادي تعامل معها ، لا تترك اثر عند إرتكابها، يعمل على خداع في تطبيقها و تضليل في اكتشافها.,39,1
1712, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,3.5,[24],لا تترك أثر بعد إكمالها، المحقق التقليدي لن يجد حل لها، تعتمد على التحايل و الذكاء.,39,1
1713, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,4.25,[25],"لا تترك أثر فاعلها ,لأنها تتطلب ذكاء و خبرة كبيرة و لا يمكن للمحقق العادي حلها, تتطلب الذكاء و الخبرة في تصميم البرامج",39,1
1714, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,4.25,[26],لا تترك أثار، تستخدم بمهارات فنية عالية  يصعب على المحقق التقليدي التحقيق، قمة ذكاء المجرمون و علمهم بكيفية عمل أجهزة تمكنهم من عدم ترك أثار.,39,1
1715, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,3.75,[27],"لأنها تحدث في فضاء رقمي بين الشبكات إذن لا تترك أي آثار بعدها, كذلك تحتاج إلى معارف تقنية و فنية متقدمة يصعب على المحقق العادي فهمها و تستعمل أيضا أسلوب الخداع و مرتكبو الجرائم هم عادة أذكياء",39,1
1716, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,4.0,[28],"يصعب إثبات الجرائم الإلكترونية ,لكثرة تطوير و انتشار أجهزة الإختراق و كذلك المخترقون يملكون خبرة فنية و التي تمنع المعامل التقليدي التعامل مع المعلومات",39,1
1717, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,4.0,[29],"لا تترك أثر ، تعتمد على الذكاء العالي في إرتكابها ، تتطلب مهارة فنية عالية, عدم قدرة المحقق العادي في التعامل معه، تعتمد على التضليل لعدم التعرف على مرتكبيها.",39,1
1718, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,2.5,[30],"يصعب إثبات الجرائم الإلكترونية لأن لا تترك أثرا.تلتزم فنية لأدائها , تلتزم بتحايل و التضلل",39,1
1719, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,4.0,[31],عدم ترك الآثار، يتطلب ذكاء و معرفة كبيرة لإثبات ذلك، صعوبة تحديد المجرم، يكون المجرم ذو ذكاء عال.,39,1
1720, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,3.5,[32],يصعب إثبات الجرائم نظرا لكونها لا تترك أثرا و يصعب للمحقق التقليدي كشفها زد على ذلك اعتمادها على الخداع و التضليل,39,1
1721, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,3.75,[33],يصعب إثبات الجرائم الإلكترونية لأنها تتطلب ذكاء حاد و غالبا لا تترك أثر واضح وراءها أو يتطلب من المسؤول حل القضية أن تكون له دراية تقنية بالموضوع,39,1
1722, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,3.25,[34],عدم وجود أدلة ملموسة، صعوبة تتبع مصادر الجريمة، نقص الوعي لدى مستخدمي الشبكات، التطور السريع للإلكترونيات,39,1
1723, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,3.25,[35],لانها جرائم قام بها اشخاص أذكياء و لا تترك اثر لمرتكبها كما انه يصعب معرفة ان الجريمة حدثت الا بعد مرور وقت طويل,39,1
1724, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,4.5,[36],تحتاج الى خبرة فنية و بالتالي المحقق التقليدي تصعب عليه اثباتها، تعتمد على الدكاء في ارتكابها، تعتمد على الخداع و التحايل، يصعب معرفة وقت ارتكابها,39,1
1725, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,3.75,[37],هي جرائم لا تترك اثرا، يصعب على الجهات المعنية التقليدية تتبعها، تتطلب تدقيق واسع لملاحظتها، معظم الجرائم تكتشف بعد وقت طويل,39,1
1726, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,1.0,[38],لا يمكن اثبات حدوثها بعدما حدثت,39,0
1727, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,4.0,[39],لا يترك اثر للجريمة، يجب خبرة كبيرة في هدا المجال، المخترقون يتمتعون بدكاء عالي والخداع و التمويه,39,1
1728, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,4.5,[40],لانها لا تترك اثر خلفها، صعوبة معرفة المجرم، تكتم الضحايا، لا ينفع معها المحققين التقليديين,39,1
1729, علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟, لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .,3.0,[41],لانها لا تترك اثر خلفها، سرعة الهجمات، ضعف المحققين من الناحية التقنية,39,1
1730, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,4.25,[1],تستطيع ذلك عن طريق الوكيل (proxy) الذي يقدم إحصائيات عن ذلك,40,1
1731, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,3.25,[2],تقوم باستخدام البروكسي(البرنامج الوكيل).,40,1
1732, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,3.0,[3],عن طريق الخادم الوكيل,40,1
1733, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,0.75,[4],تثبيت برامج التجسس على مواقع المستخدمين عبر تسجيل نقرات لوحة لمفاتيح,40,0
1734, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,2.0,[5],بواسطة تثبيت برامج تسجل كل ما يضغط على لوحة المفاتيح أو شيء من هذا القبيل و بإمكانها حصر مستخدميها في تصفح المواقع مثل حجبها عن الوصول إلى مواقع محجوبة ( تعقيدية، جنسية، الخ ..) بواسطةالبروكسي.,40,0
1735, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,4.0,[6],إستخدام البروكسي حيث تضم مستخدمي الانترنت في جهة واحدة و بالتالي يمكنها الحصول على إحصاءات المستخدمين و التعرف على عاداتهم و منعهم من زيارة المواقع الأخرى .,40,1
1736, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,4.5,[7],باستخدام برنامج يقوم بتخزين كل المواقع التي قام المستخدمين بزيارتها مثل البروكسي الذي يقوم بإحصائيات المستخدمين و إحصائيات شبكة المعلومات لمواقع التي تحبها شركة التسويق .,40,1
1737, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,0.75,[8],بتثبيت برامج لحفظ كل ما قامو به من تصفح على الموقع .,40,0
1738, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,4.5,[9],باستعمال البروكسي الذي يقوم بتخزين كافة النشاطات و المواقع و العناوين لكل مستخدم و التي يمكن إستغلالها فيما بعد على شكل إحصاءات .,40,1
1739, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,3.0,[10],وضع بروكسي بين مستخدمي شبكتها، و شبكة الأنترنت، هكذا كل شيء يقوم به المستخدمين يمر بهذا البروكسي .,40,1
1740, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,4.0,[11],من خلال الوكيل (البروكسي) الذي يشكل نظام وسيط للمستخدمين لأن فيه ذاكرة تحتفظ بعادات المستخدمين يمنع المتصفح في بعض المواقع المحجوبة .,40,1
1741, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,0.0,[12],التجسس على الأحرف المكتوبة .,40,0
1742, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,3.25,[13],بإستخدام الخادم الوكيل و حصر جميع مستخدمين الشركة في جهة واحدة و بهذا الوكيل يمكنه تحديد إستخدامات الموظفين .,40,1
1743, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,2.75,[14],إستعمال البروكسي الذي يعمل على حصر المستخدمين في جهاز موحد .,40,1
1744, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,3.75,[15],عن طريق وضع بروكسي خادم للقيام بالإحصاءات .,40,1
1745, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,3.25,[16],يمكن مثلا إستعمال البروكسي كي يسجل المواقع المتصفحة كثيرا من طرف المستخدمين و من خلال الإحصائيات يمكن التعرف على أكثر الصفحات تصفحا .,40,1
1746, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,2.0,[17],من خلال معرفة المواقع التي يستعملها المستخدم بكثرة، الذي يسمح بمعرفة إتجاه و طريقة تفكير المستخدم و بالتالي معرفة عاداته .,40,0
1747, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,3.0,[18],باستخدام الوكيل  و هو برنامج يحصر مستخدمي الإنترنت في جهة من أجل منعهم من دخول مواقع محظورة و عند تجاوزه يتم تسجيل ذلك ايضا.,40,1
1748, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,2.25,[19],عن طريق تصفح الذاكرة الموجودة بالوكيل,40,0
1749, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,4.5,[20],من خلال الوكيل الذي يقوم بحصر ارتباط جميع المستخدمين الانترنت بجهة واحدة و جهاز واحد ،هذا ما يمكنه من اعداد احصائيات حول المستخدمين و بالتالي التعرف على عاداتهم.,40,1
1750, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,2.0,[21],عن طريق الخادم الوكيل بتسجيل عناوين IP الخاصة.,40,0
1751, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,4.25,[22],اعداد إحصائيات لهؤلاء المستخدمين باستعمال البروكسي الذي يسجل مواقع التي يزورها المستخدم، هذه المعلومات تستخدم كمعطيات في الإحصاء.,40,1
1752, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,4.25,[23],باستعمال البروكسي وهي حصر جميع المستخدمين في جهاز موحد و يوفر البروكسي احصاءات عادات المستخدمين فمن هذه الناحية تتعرف على عادات المستخدمين.,40,1
1753, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,5.0,[24],يكون هذا عن طريق البروكسي الذي يسمح بتقديم احصائيات عن استخدامات المستخدمين و المواقع الأكثر بحثا .,40,1
1754, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,1.75,[25],عن طريق البروكسي حيث يسمح بتحديد المواقع المتداولة و يسمح بحجب بعض المواقع.,40,0
1755, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,2.5,[26],التجسس عليهم و ذلك بالقيام باستخدام برمجيات تتبع أثر المستخدمين على شبكة الانترنت عن طريق الخادم الوكيل,40,1
1756, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,3.5,[27],عن طريق الوكيل حيث يقوم بتسجيل كل خطواتك و كل المواقع التي تزوره و الوقت أيضا.,40,1
1757, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,3.25,[28],تقوم بإنشاء خادم وكيل تحجب مواقع فتحصل على قائمة عادات المستخدمين . كما تستطيع الكشف عن عناوين IP للأجهزة التي تجاوزت  الخادم الوكيل .,40,1
1758, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,5.0,[29],بفضل الخدمة المقدمة من طرف الخادم الوكيل proxy حيث يقوم هذا الاخير باعداد احصاءات حول المواقع الاكثر زيادة و مشاهدة على الشبكة اضافة الى احصاءات كل مستخدم على حدة.,40,1
1759, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,4.5,[30],عن طريق البروكسي proxy فهو يقدم إحصاءات عن المستخدم (كل شيء عن المستخدم المواقع التي زرعها في الانترنت.),40,1
1760, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,4.25,[31],يحصر جميع مستخدمي الشبكة في جهة واحدة من طرف البروكسي حيث يعمل عدة خدمات منها إعداد إحصاءات عن المواقع التي يزورها المستخدمين في الشبكة و منه خادم البروكسي يعرف عامة المستخدمين.,40,1
1761, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,4.25,[32],من خلال تطبيق برنامج الخادم الوكيل حيث يمكنه حجب المواقع المراد حجبها كما يمكن إحصاء و معرفتهم المواقع التي يتصل بها المستخدمين المتصلين بالبروكسي.,40,1
1762, علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟, بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها,4.5,[33],من خلال الخادم الوكيل فهو يقوم بإعداد إحصاءات عن عادات مستخدمين و ما يحبون.,40,1
1763, علل صعوبة استعمال التشريع القانوني العادي في مكافحة الجريمة الإلكترونية؟, نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.,2.0,[1],تتطلب أكثر من مجرد محقق عادي بل محقق يمتلك مهارات ، لا تترك أثر ، تتم بواسطة الاحتيال، تعتد علة ذكاء حاد.,41,0
1764, علل صعوبة استعمال التشريع القانوني العادي في مكافحة الجريمة الإلكترونية؟, نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.,1.75,[2],لا تترك أثر بعد ارتكابها حيث يصعب على المحقق التقليدي معرفته، استعمال الخداع في ارتكاب الجريمة والتضليل استعمال ذكاء خارق في استعمال الجريمة.,41,0
1765, علل صعوبة استعمال التشريع القانوني العادي في مكافحة الجريمة الإلكترونية؟, نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.,3.0,[3],لأن الجرائم الالكترونية مختلفة تماما على الجرائم العادية وصعبة الكشف ويستطيع الكثير ارتكابها وقد تؤثر في عدة مجالات جد حساسة كالدفاع الوطني والمؤسسات ومنظمات القانون العام,41,1
1766, علل صعوبة استعمال التشريع القانوني العادي في مكافحة الجريمة الإلكترونية؟, نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.,1.75,[4],لأن الجريمة الالكترونية لا تترك أثرا، مرتكبوها لديهم قدرة وذكاء عاليين، تحتاج خبرة فنية المحقق التقليدي يصعب عليه التعامل معها، تعتمد على الخداع و التضليل في ارتكابها.,41,0
